Device ID,System Type,Timestamp,Temperature (°C),Current (A),Pressure (hPa),Alert,Status
device_40,battery_bank,2025-09-27T06:27:26.668Z,29.86,5.86,1.89,false,On
device_27,container,2025-09-27T06:27:26.687Z,28.65,5.05,1.98,false,On
device_23,container,2025-09-27T06:27:26.705Z,32,4.69,1.85,false,On
device_25,container,2025-09-27T06:27:26.803Z,28.02,4.91,1.86,false,On
device_9,pipe,2025-09-27T06:27:26.833Z,29.58,4.02,2.09,true,On
device_18,container,2025-09-27T06:27:26.838Z,30.24,4.24,2.16,false,On
device_4,pipe,2025-09-27T06:27:26.873Z,30.51,4.99,2,true,On
device_21,container,2025-09-27T06:27:26.886Z,28.92,4.35,2.18,false,On
device_14,container,2025-09-27T06:27:26.915Z,31.94,5.41,2.06,false,On
device_46,battery_bank,2025-09-27T06:27:26.932Z,28.07,5.99,1.9,false,On
device_48,battery_bank,2025-09-27T06:27:26.958Z,29.64,4.8,1.81,false,On
device_41,battery_bank,2025-09-27T06:27:26.984Z,31.22,4.97,1.98,false,On
device_11,container,2025-09-27T06:27:27.007Z,29.81,5.46,1.9,false,On
device_19,container,2025-09-27T06:27:27.052Z,31.32,5.94,2.1,false,On
device_47,battery_bank,2025-09-27T06:27:27.071Z,31.37,5.47,1.97,false,On
device_44,battery_bank,2025-09-27T06:27:27.099Z,31.03,4.82,2.14,false,On
device_33,battery_bank,2025-09-27T06:27:27.104Z,28.14,4.88,1.82,false,On
device_31,battery_bank,2025-09-27T06:27:27.133Z,30.5,4.31,2.16,false,On
device_5,pipe,2025-09-27T06:27:27.138Z,29.09,4.61,1.93,true,On
device_8,pipe,2025-09-27T06:27:27.147Z,28.01,4.27,2,true,On
device_38,battery_bank,2025-09-27T06:27:27.151Z,30.11,5.83,2.15,false,On
device_43,battery_bank,2025-09-27T06:27:27.155Z,28.05,5.94,2,false,On
device_24,container,2025-09-27T06:27:27.200Z,30.82,5.67,1.9,false,On
device_10,pipe,2025-09-27T06:27:27.205Z,28.02,5.39,1.9,true,On
device_3,pipe,2025-09-27T06:27:27.238Z,30.43,4.32,1.98,true,On
device_12,container,2025-09-27T06:27:27.271Z,29.11,4.56,1.97,false,On
device_34,battery_bank,2025-09-27T06:27:27.305Z,29.51,5.77,1.85,false,On
device_7,pipe,2025-09-27T06:27:27.318Z,30.46,4.28,1.97,true,On
device_18,container,2025-09-27T06:27:27.416Z,28.36,4.72,2.13,false,On
device_22,container,2025-09-27T06:27:27.443Z,31.07,5.63,2.13,false,On
device_1,pipe,2025-09-27T06:27:27.466Z,28.24,4.5,2.2,true,On
device_25,container,2025-09-27T06:27:27.471Z,30.35,5.81,2.18,false,On
device_30,container,2025-09-27T06:27:27.475Z,31.25,5.99,1.97,false,On
device_29,container,2025-09-27T06:27:27.483Z,28.96,4.94,2.16,false,On
device_17,container,2025-09-27T06:27:27.553Z,30.62,4.7,1.98,false,On
device_15,container,2025-09-27T06:27:27.565Z,28.66,4.04,2.02,false,On
device_26,container,2025-09-27T06:27:27.584Z,28.38,4.68,1.92,false,On
device_39,battery_bank,2025-09-27T06:27:27.619Z,30.99,4.8,1.87,false,On
device_20,container,2025-09-27T06:27:27.675Z,30.08,4.38,1.88,false,On
device_50,battery_bank,2025-09-27T06:27:27.654Z,30.12,4.56,2.17,false,On
device_5,pipe,2025-09-27T06:27:27.693Z,29.23,5.51,1.83,true,On
device_32,battery_bank,2025-09-27T06:27:27.685Z,31.61,4.41,2.11,false,On
device_49,battery_bank,2025-09-27T06:27:27.699Z,31.95,4.28,2.15,false,On
device_35,battery_bank,2025-09-27T06:27:27.709Z,31.37,4.72,2.02,false,On
device_36,battery_bank,2025-09-27T06:27:27.739Z,28.97,4.94,1.8,false,On
device_45,battery_bank,2025-09-27T06:27:27.742Z,30.46,5.94,1.9,false,On
device_46,battery_bank,2025-09-27T06:27:27.747Z,29.89,5.18,1.9,false,On
device_27,container,2025-09-27T06:27:27.753Z,28.63,4.19,2.09,false,On
device_10,pipe,2025-09-27T06:27:27.757Z,30.82,5.91,2.18,true,On
device_28,container,2025-09-27T06:27:27.794Z,31.78,5.15,1.9,false,On
device_21,container,2025-09-27T06:27:27.837Z,28.5,5.71,2.18,false,On
device_11,container,2025-09-27T06:27:27.847Z,29.93,4.46,2.01,false,On
device_7,pipe,2025-09-27T06:27:27.868Z,29.59,5.32,1.81,true,On
device_34,battery_bank,2025-09-27T06:27:27.981Z,29.51,4.55,2.05,false,On
device_16,container,2025-09-27T06:27:28.013Z,29.07,4.15,2.09,false,On
device_37,battery_bank,2025-09-27T06:27:28.018Z,31.03,4.47,2.1,false,On
device_25,container,2025-09-27T06:27:28.027Z,31.71,4.62,1.91,false,On
device_13,container,2025-09-27T06:27:28.051Z,29.76,5.61,1.82,false,On
device_19,container,2025-09-27T06:27:28.063Z,31.04,5.24,2.19,false,On
device_42,battery_bank,2025-09-27T06:27:28.078Z,29.54,4.55,2.09,false,On
device_1,pipe,2025-09-27T06:27:28.089Z,28.97,5.36,1.9,true,On
device_17,container,2025-09-27T06:27:28.114Z,31.63,4.16,1.99,false,On
device_26,container,2025-09-27T06:27:28.124Z,29.96,5.68,1.98,false,On
device_9,pipe,2025-09-27T06:27:28.259Z,30.37,4.09,1.94,true,On
device_24,container,2025-09-27T06:27:28.261Z,31.6,4.38,2.03,false,On
device_40,battery_bank,2025-09-27T06:27:28.295Z,29.02,5.32,1.85,false,On
device_47,battery_bank,2025-09-27T06:27:28.301Z,31.79,5.54,1.85,false,On
device_10,pipe,2025-09-27T06:27:28.337Z,30,4.56,1.96,true,On
device_21,container,2025-09-27T06:27:28.367Z,31.36,4.7,1.96,false,On
device_43,battery_bank,2025-09-27T06:27:28.376Z,29.27,5.49,1.89,false,On
device_5,pipe,2025-09-27T06:27:28.388Z,29.98,4.01,1.98,true,On
device_27,container,2025-09-27T06:27:28.400Z,31.57,5.34,2.02,false,On
device_6,pipe,2025-09-27T06:27:28.435Z,31.41,4.08,2.05,true,On
device_23,container,2025-09-27T06:27:28.539Z,28.58,5.34,2.12,false,On
device_2,pipe,2025-09-27T06:27:28.537Z,29.23,5.66,1.88,true,On
device_34,battery_bank,2025-09-27T06:27:28.553Z,28.25,5.74,1.88,false,On
device_14,container,2025-09-27T06:27:28.600Z,29.42,4.59,2.01,false,On
device_44,battery_bank,2025-09-27T06:27:28.607Z,31.54,5.89,1.84,false,On
device_12,container,2025-09-27T06:27:28.663Z,30.97,4.42,2,false,On
device_13,container,2025-09-27T06:27:28.736Z,30.19,5.97,2.01,false,On
device_50,battery_bank,2025-09-27T06:27:28.771Z,31.94,4.48,2.13,false,On
device_8,pipe,2025-09-27T06:27:28.767Z,28.42,4.32,1.9,true,On
device_4,pipe,2025-09-27T06:27:28.801Z,30.26,4.05,2.19,true,On
device_17,container,2025-09-27T06:27:28.845Z,31.86,5.57,2.16,false,On
device_42,battery_bank,2025-09-27T06:27:28.852Z,31.03,4.93,1.97,false,On
device_25,container,2025-09-27T06:27:28.864Z,29.92,5.6,2.15,false,On
device_36,battery_bank,2025-09-27T06:27:28.879Z,28.5,5.76,1.92,false,On
device_15,container,2025-09-27T06:27:28.898Z,29.3,4.34,2.12,false,On
device_48,battery_bank,2025-09-27T06:27:28.911Z,30.74,5.44,2.08,false,On
device_3,pipe,2025-09-27T06:27:28.919Z,28.78,4.51,2,true,On
device_41,battery_bank,2025-09-27T06:27:28.929Z,30.9,5.01,1.98,false,On
device_39,battery_bank,2025-09-27T06:27:28.942Z,28.48,4.47,2.04,false,On
device_1,pipe,2025-09-27T06:27:28.952Z,29.7,5.13,1.86,true,On
device_31,battery_bank,2025-09-27T06:27:28.974Z,31.41,5.34,1.82,false,On
device_33,battery_bank,2025-09-27T06:27:28.987Z,29.23,5.11,1.84,false,On
device_49,battery_bank,2025-09-27T06:27:29.006Z,29.52,5.42,1.88,false,On
device_35,battery_bank,2025-09-27T06:27:29.012Z,31.75,5.44,1.96,false,On
device_10,pipe,2025-09-27T06:27:29.023Z,28.53,4.34,2.06,true,On
device_38,battery_bank,2025-09-27T06:27:29.137Z,28.11,5,1.84,false,On
device_40,battery_bank,2025-09-27T06:27:29.152Z,30.17,5.22,2.04,false,On
device_26,container,2025-09-27T06:27:29.214Z,31.57,5.1,1.99,false,On
device_24,container,2025-09-27T06:27:29.275Z,29.61,4.82,2.09,false,On
device_23,container,2025-09-27T06:27:29.306Z,30.55,5.05,2.06,false,On
device_18,container,2025-09-27T06:27:29.318Z,31.64,4.19,1.86,false,On
device_29,container,2025-09-27T06:27:29.340Z,30.94,4.18,2.13,false,On
device_28,container,2025-09-27T06:27:29.429Z,31.33,5.92,1.89,false,On
device_25,container,2025-09-27T06:27:29.431Z,29.31,5.42,2.02,false,On
device_22,container,2025-09-27T06:27:29.436Z,28.29,4.49,1.91,false,On
device_19,container,2025-09-27T06:27:29.440Z,29.61,4.99,2.04,false,On
device_4,pipe,2025-09-27T06:27:29.481Z,29.01,5.04,1.88,true,On
device_30,container,2025-09-27T06:27:29.486Z,30.66,4.44,1.86,false,On
device_16,container,2025-09-27T06:27:29.519Z,30.58,5.31,2.19,false,On
device_12,container,2025-09-27T06:27:29.523Z,28.92,4.73,1.9,false,On
device_46,battery_bank,2025-09-27T06:27:29.549Z,31.55,5.84,2.12,false,On
device_32,battery_bank,2025-09-27T06:27:29.564Z,29.76,4.57,2.12,false,On
device_27,container,2025-09-27T06:27:29.585Z,29.76,4.4,2.08,false,On
device_15,container,2025-09-27T06:27:29.632Z,29.53,4.51,1.82,false,On
device_34,battery_bank,2025-09-27T06:27:29.638Z,30.97,5.88,1.84,false,On
device_11,container,2025-09-27T06:27:29.646Z,31.18,5.26,1.86,false,On
device_43,battery_bank,2025-09-27T06:27:29.684Z,30.37,4.21,1.84,false,On
device_33,battery_bank,2025-09-27T06:27:29.687Z,30.29,5.86,1.98,false,On
device_20,container,2025-09-27T06:27:29.691Z,28.55,5.31,2.08,false,On
device_10,pipe,2025-09-27T06:27:29.696Z,31.83,5.15,2.12,true,On
device_45,battery_bank,2025-09-27T06:27:29.718Z,28.92,4.02,2.02,false,On
device_13,container,2025-09-27T06:27:29.722Z,30.87,4.25,1.92,false,On
device_37,battery_bank,2025-09-27T06:27:29.728Z,30.66,4.93,2.16,false,On
device_44,battery_bank,2025-09-27T06:27:29.786Z,29.99,4.05,1.94,false,On
device_7,pipe,2025-09-27T06:27:29.759Z,29.18,4.54,2.18,true,On
device_18,container,2025-09-27T06:27:29.873Z,31.21,5.81,2.03,false,On
device_5,pipe,2025-09-27T06:27:29.899Z,29.13,4.68,2.07,true,On
device_26,container,2025-09-27T06:27:29.922Z,29.1,5.8,1.97,false,On
device_25,container,2025-09-27T06:27:29.938Z,31.18,5.21,2.05,false,On
device_9,pipe,2025-09-27T06:27:29.970Z,31.84,4.55,2.03,true,On
device_49,battery_bank,2025-09-27T06:27:30.030Z,28.67,4.98,1.81,false,On
device_48,battery_bank,2025-09-27T06:27:30.034Z,29.39,4.42,1.94,false,On
device_42,battery_bank,2025-09-27T06:27:30.044Z,29.36,5.8,1.82,false,On
device_38,battery_bank,2025-09-27T06:27:30.053Z,29.39,4.5,2.1,false,On
device_17,container,2025-09-27T06:27:30.056Z,30.36,4.08,2.03,false,On
device_47,battery_bank,2025-09-27T06:27:30.154Z,30.25,4.69,2.16,false,On
device_15,container,2025-09-27T06:27:30.157Z,30.01,4.56,2.02,false,On
device_31,battery_bank,2025-09-27T06:27:30.161Z,30.51,4.61,1.88,false,On
device_21,container,2025-09-27T06:27:30.216Z,29.35,5.22,2.1,false,On
device_19,container,2025-09-27T06:27:30.220Z,31.56,5.24,1.95,false,On
device_8,pipe,2025-09-27T06:27:30.232Z,28.74,5.89,2.08,true,On
device_28,container,2025-09-27T06:27:30.296Z,30.78,4.79,2.01,false,On
device_46,battery_bank,2025-09-27T06:27:30.311Z,31.99,4.3,2.15,false,On
device_35,battery_bank,2025-09-27T06:27:30.299Z,31.03,4.49,2.07,false,On
device_2,pipe,2025-09-27T06:27:30.369Z,31.13,4.13,1.96,true,On
device_12,container,2025-09-27T06:27:30.423Z,31.28,5.64,2.16,false,On
device_13,container,2025-09-27T06:27:30.437Z,31.82,5.6,1.82,false,On
device_22,container,2025-09-27T06:27:30.481Z,30.12,5.81,2,false,On
device_6,pipe,2025-09-27T06:27:30.589Z,29.02,4.35,2.19,true,On
device_14,container,2025-09-27T06:27:30.594Z,31.76,4.5,2.13,false,On
device_29,container,2025-09-27T06:27:30.597Z,31.36,4.96,2.1,false,On
device_50,battery_bank,2025-09-27T06:27:30.638Z,28.25,5.63,2.09,false,On
device_1,pipe,2025-09-27T06:27:30.643Z,31.01,4.7,2.04,true,On
device_45,battery_bank,2025-09-27T06:27:30.649Z,31.94,4.57,1.84,false,On
device_41,battery_bank,2025-09-27T06:27:30.671Z,28.75,5.98,2.03,false,On
device_37,battery_bank,2025-09-27T06:27:30.675Z,31.34,4.04,2.07,false,On
device_32,battery_bank,2025-09-27T06:27:30.680Z,28.48,4.52,1.85,false,On
device_23,container,2025-09-27T06:27:30.685Z,29.48,5.24,2.19,false,On
device_25,container,2025-09-27T06:27:30.688Z,28.84,5.67,1.99,false,On
device_39,battery_bank,2025-09-27T06:27:30.693Z,28.61,5.83,2.08,false,On
device_36,battery_bank,2025-09-27T06:27:30.747Z,29.41,4.81,1.82,false,On
device_31,battery_bank,2025-09-27T06:27:30.754Z,30.91,4.96,1.87,false,On
device_48,battery_bank,2025-09-27T06:27:30.757Z,29.9,5.16,2.05,false,On
device_7,pipe,2025-09-27T06:27:30.816Z,29.07,4.78,2.04,true,On
device_38,battery_bank,2025-09-27T06:27:30.831Z,29.31,5.49,1.92,false,On
device_11,container,2025-09-27T06:27:30.888Z,31.04,5.81,2.02,false,On
device_9,pipe,2025-09-27T06:27:30.892Z,28.87,4.91,1.85,true,On
device_3,pipe,2025-09-27T06:27:30.900Z,30.54,4.59,2.18,true,On
device_40,battery_bank,2025-09-27T06:27:30.921Z,31.15,4.02,1.89,false,On
device_33,battery_bank,2025-09-27T06:27:30.924Z,29.33,5.61,2.14,false,On
device_42,battery_bank,2025-09-27T06:27:30.976Z,30.9,4.38,1.91,false,On
device_49,battery_bank,2025-09-27T06:27:31.021Z,28.19,4.86,2.11,false,On
device_24,container,2025-09-27T06:27:31.069Z,29.09,5.4,1.93,false,On
device_26,container,2025-09-27T06:27:31.075Z,30.03,5.83,1.88,false,On
device_30,container,2025-09-27T06:27:31.084Z,31.6,5.56,2.13,false,On
device_4,pipe,2025-09-27T06:27:31.091Z,30,4.86,2.13,true,On
device_47,battery_bank,2025-09-27T06:27:31.124Z,28.25,5.23,2.14,false,On
device_5,pipe,2025-09-27T06:27:31.134Z,28.3,5.93,1.81,true,On
device_17,container,2025-09-27T06:27:31.153Z,28.6,5.03,2.06,false,On
device_15,container,2025-09-27T06:27:31.184Z,29.6,4.24,1.91,false,On
device_6,pipe,2025-09-27T06:27:31.249Z,31.39,5.62,2.03,true,On
device_23,container,2025-09-27T06:27:31.283Z,29.45,5.5,2,false,On
device_31,battery_bank,2025-09-27T06:27:31.382Z,28.6,5.87,2.17,false,On
device_43,battery_bank,2025-09-27T06:27:31.387Z,30.43,4.01,1.84,false,On
device_16,container,2025-09-27T06:27:31.395Z,29.49,4.05,1.8,false,On
device_38,battery_bank,2025-09-27T06:27:31.429Z,29.57,5.82,1.97,false,On
device_34,battery_bank,2025-09-27T06:27:31.510Z,30.72,5.73,2.07,false,On
device_44,battery_bank,2025-09-27T06:27:31.550Z,29.69,4.83,1.85,false,On
device_10,pipe,2025-09-27T06:27:31.600Z,29.6,4.12,1.93,true,On
device_19,container,2025-09-27T06:27:31.609Z,31.74,4.84,2.13,false,On
device_20,container,2025-09-27T06:27:31.628Z,29.62,4.59,2.1,false,On
device_27,container,2025-09-27T06:27:31.641Z,31.19,5.4,1.86,false,On
device_21,container,2025-09-27T06:27:31.654Z,28.41,4.31,2.17,false,On
device_36,battery_bank,2025-09-27T06:27:31.666Z,30.38,4.75,1.93,false,On
device_18,container,2025-09-27T06:27:31.749Z,28.68,5.3,2.01,false,On
device_35,battery_bank,2025-09-27T06:27:31.757Z,28.62,4.42,1.85,false,On
device_3,pipe,2025-09-27T06:27:31.765Z,30.62,5.58,1.88,true,On
device_2,pipe,2025-09-27T06:27:31.983Z,29.53,4.52,2.18,true,On
device_46,battery_bank,2025-09-27T06:27:31.952Z,31.87,4.61,1.89,false,On
device_29,container,2025-09-27T06:27:32.046Z,31.7,5.14,2.02,false,On
device_28,container,2025-09-27T06:27:31.927Z,28.34,5.35,1.84,false,On
device_8,pipe,2025-09-27T06:27:32.007Z,31.29,5.76,2.19,true,On
device_4,pipe,2025-09-27T06:27:32.050Z,29.08,5.72,2.17,true,On
device_13,container,2025-09-27T06:27:32.111Z,28.37,4.26,2.14,false,On
device_15,container,2025-09-27T06:27:32.130Z,31.56,5.91,2.1,false,On
device_25,container,2025-09-27T06:27:32.118Z,28.54,4.25,1.86,false,On
device_48,battery_bank,2025-09-27T06:27:32.135Z,30.08,4.34,1.91,false,On
device_50,battery_bank,2025-09-27T06:27:32.148Z,30.51,4.45,1.87,false,On
device_24,container,2025-09-27T06:27:32.142Z,30.69,4.97,1.84,false,On
device_34,battery_bank,2025-09-27T06:27:32.151Z,29.55,4.4,1.81,false,On
device_1,pipe,2025-09-27T06:27:32.155Z,29.74,5.47,2.2,true,On
device_41,battery_bank,2025-09-27T06:27:32.163Z,29.75,4.44,2.01,false,On
device_22,container,2025-09-27T06:27:32.233Z,28.51,5.13,2.03,false,On
device_23,container,2025-09-27T06:27:32.229Z,31.11,5.2,1.98,false,On
device_11,container,2025-09-27T06:27:32.256Z,31.36,4.13,1.87,false,On
device_27,container,2025-09-27T06:27:32.253Z,31.53,4.92,2.14,false,On
device_16,container,2025-09-27T06:27:32.282Z,30.51,5.79,1.84,false,On
device_43,battery_bank,2025-09-27T06:27:32.298Z,30.02,4.85,1.89,false,On
device_32,battery_bank,2025-09-27T06:27:32.352Z,28.25,5.98,1.87,false,On
device_12,container,2025-09-27T06:27:32.360Z,30,5.79,1.87,false,On
device_14,container,2025-09-27T06:27:32.366Z,30.18,5.49,1.91,false,On
device_30,container,2025-09-27T06:27:32.382Z,28.84,5.47,1.95,false,On
device_42,battery_bank,2025-09-27T06:27:32.387Z,31.31,4.52,1.81,false,On
device_9,pipe,2025-09-27T06:27:32.389Z,29.42,5.26,2.11,true,On
device_10,pipe,2025-09-27T06:27:32.405Z,29.13,5.87,1.92,true,On
device_39,battery_bank,2025-09-27T06:27:32.399Z,31.91,5.89,1.9,false,On
device_7,pipe,2025-09-27T06:27:32.423Z,30.57,4.04,2.07,true,On
device_20,container,2025-09-27T06:27:32.477Z,28.84,4.28,1.81,false,On
device_36,battery_bank,2025-09-27T06:27:32.553Z,30.96,4.64,1.89,false,On
device_40,battery_bank,2025-09-27T06:27:32.584Z,28.1,4.72,1.98,false,On
device_26,container,2025-09-27T06:27:32.614Z,28.31,4.64,2.04,false,On
device_45,battery_bank,2025-09-27T06:27:32.617Z,29.48,4.82,1.97,false,On
device_47,battery_bank,2025-09-27T06:27:32.620Z,29.97,4.9,2.03,false,On
device_3,pipe,2025-09-27T06:27:32.633Z,29.16,4.88,1.98,true,On
device_37,battery_bank,2025-09-27T06:27:32.637Z,29.58,4.53,2.14,false,On
device_34,battery_bank,2025-09-27T06:27:32.656Z,30.07,4.48,2.01,false,On
device_19,container,2025-09-27T06:27:32.692Z,30.02,4.71,1.83,false,On
device_15,container,2025-09-27T06:27:32.696Z,29.26,4.56,2.09,false,On
device_35,battery_bank,2025-09-27T06:27:32.716Z,31.57,4.12,2.07,false,On
device_49,battery_bank,2025-09-27T06:27:32.722Z,31.06,5.76,1.84,false,On
device_33,battery_bank,2025-09-27T06:27:32.735Z,30.55,5.91,2.18,false,On
device_29,container,2025-09-27T06:27:32.742Z,30.78,5.35,1.87,false,On
device_28,container,2025-09-27T06:27:32.759Z,28.01,4.96,1.92,false,On
device_50,battery_bank,2025-09-27T06:27:32.767Z,28.39,4.06,1.97,false,On
device_31,battery_bank,2025-09-27T06:27:32.816Z,31.6,5.9,2.03,false,On
device_1,pipe,2025-09-27T06:27:32.846Z,30.53,5.29,1.99,true,On
device_38,battery_bank,2025-09-27T06:27:32.926Z,30.65,5.44,2.15,false,On
device_8,pipe,2025-09-27T06:27:32.971Z,30.71,4.68,2.03,true,On
device_44,battery_bank,2025-09-27T06:27:32.977Z,28.68,4.14,1.87,false,On
device_43,battery_bank,2025-09-27T06:27:33.019Z,29.15,5.05,2.2,false,On
device_4,pipe,2025-09-27T06:27:33.023Z,31.39,4.78,1.91,true,On
device_5,pipe,2025-09-27T06:27:33.037Z,31.29,5.77,1.99,true,On
device_17,container,2025-09-27T06:27:33.112Z,31.81,4.29,2.04,false,On
device_40,battery_bank,2025-09-27T06:27:33.142Z,29.63,5.55,2.19,false,On
device_42,battery_bank,2025-09-27T06:27:33.147Z,30.17,4.48,2.16,false,On
device_6,pipe,2025-09-27T06:27:33.187Z,31.77,4.11,1.93,true,On
device_46,battery_bank,2025-09-27T06:27:33.218Z,31.38,4.98,1.86,false,On
device_13,container,2025-09-27T06:27:33.235Z,28.64,5.44,1.97,false,On
device_15,container,2025-09-27T06:27:33.251Z,28.62,4.63,2.05,false,On
device_47,battery_bank,2025-09-27T06:27:33.282Z,30.14,4.11,2.08,false,On
device_3,pipe,2025-09-27T06:27:33.279Z,29.33,4.28,1.88,true,On
device_39,battery_bank,2025-09-27T06:27:33.341Z,29.4,5.29,1.94,false,On
device_2,pipe,2025-09-27T06:27:33.357Z,31.09,5.37,1.93,true,On
device_16,container,2025-09-27T06:27:33.419Z,30.15,4.11,2.09,false,On
device_23,container,2025-09-27T06:27:33.426Z,29.66,4.78,1.86,false,On
device_24,container,2025-09-27T06:27:33.450Z,31.54,4.26,1.92,false,On
device_38,battery_bank,2025-09-27T06:27:33.454Z,31.15,5.68,1.97,false,On
device_48,battery_bank,2025-09-27T06:27:33.465Z,29.93,4.94,2.01,false,On
device_22,container,2025-09-27T06:27:33.471Z,28.44,4.62,2.16,false,On
device_9,pipe,2025-09-27T06:27:33.487Z,31.57,4.15,2.19,true,On
device_25,container,2025-09-27T06:27:33.500Z,30.2,5.96,2.1,false,On
device_18,container,2025-09-27T06:27:33.503Z,30.49,4.74,1.87,false,On
device_50,battery_bank,2025-09-27T06:27:33.589Z,30.89,4.12,1.9,false,On
device_21,container,2025-09-27T06:27:33.635Z,28.5,5.13,1.93,false,On
device_31,battery_bank,2025-09-27T06:27:33.665Z,31.8,5.34,1.97,false,On
device_19,container,2025-09-27T06:27:33.667Z,31.96,4.95,1.89,false,On
device_7,pipe,2025-09-27T06:27:33.680Z,28.03,4.28,2.2,true,On
device_11,container,2025-09-27T06:27:33.686Z,30.99,5.84,1.96,false,On
device_5,pipe,2025-09-27T06:27:33.690Z,30.86,5.35,1.89,true,On
device_20,container,2025-09-27T06:27:33.699Z,30.9,4.89,1.82,false,On
device_32,battery_bank,2025-09-27T06:27:33.702Z,30.04,4.54,2.08,false,On
device_49,battery_bank,2025-09-27T06:27:33.711Z,30.5,4.88,1.95,false,On
device_33,battery_bank,2025-09-27T06:27:33.727Z,31.85,5.64,1.96,false,On
device_45,battery_bank,2025-09-27T06:27:33.734Z,28.53,4.77,2.2,false,On
device_41,battery_bank,2025-09-27T06:27:33.744Z,30.86,4.16,2.16,false,On
